in:Index,out:↓ Highway visibility score,out:↓ Res  area visibility score,out:↑ Mountains visibility score,out:↑ Open view perc,out:↓ Privacy loss score,img_1,img_2,img_3,img_4,img_5,threeD
145,0.577074,2.305034,17.245696,33.505477,1.026791,Index145_Highway-view.png,Index145_Neighbor-view.png,Index145_Mountain view.png,Index145_Range-view.png,Index145_Privacy-view.png,Index145.json
146,0.565662,2.15506,16.150235,30.383412,1.627178,Index146_Highway-view.png,Index146_Neighbor-view.png,Index146_Mountain view.png,Index146_Range-view.png,Index146_Privacy-view.png,Index146.json
147,0.624348,2.164841,16.416275,32.769953,0.873455,Index147_Highway-view.png,Index147_Neighbor-view.png,Index147_Mountain view.png,Index147_Range-view.png,Index147_Privacy-view.png,Index147.json
148,0.568923,2.293623,17.934272,32.120501,1.545619,Index148_Highway-view.png,Index148_Neighbor-view.png,Index148_Mountain view.png,Index148_Range-view.png,Index148_Privacy-view.png,Index148.json
149,0.586854,2.205595,16.885759,31.940532,0.906112,Index149_Highway-view.png,Index149_Neighbor-view.png,Index149_Mountain view.png,Index149_Range-view.png,Index149_Privacy-view.png,Index149.json
150,0.53958,2.093114,16.431925,30.258216,1.940673,Index150_Highway-view.png,Index150_Neighbor-view.png,Index150_Mountain view.png,Index150_Range-view.png,Index150_Privacy-view.png,Index150.json
151,0.531429,2.084963,15.899844,31.087637,1.451258,Index151_Highway-view.png,Index151_Neighbor-view.png,Index151_Mountain view.png,Index151_Range-view.png,Index151_Privacy-view.png,Index151.json
152,0.550991,2.125717,16.87011,31.298905,1.235228,Index152_Highway-view.png,Index152_Neighbor-view.png,Index152_Mountain view.png,Index152_Range-view.png,Index152_Privacy-view.png,Index152.json
153,0.590115,2.182773,16.338028,31.353678,1.316407,Index153_Highway-view.png,Index153_Neighbor-view.png,Index153_Mountain view.png,Index153_Range-view.png,Index153_Privacy-view.png,Index153.json
154,0.500456,2.112676,17.167449,30.140845,2.52422,Index154_Highway-view.png,Index154_Neighbor-view.png,Index154_Mountain view.png,Index154_Range-view.png,Index154_Privacy-view.png,Index154.json
155,0.586854,2.186033,17.026604,31.259781,2.221999,Index155_Highway-view.png,Index155_Neighbor-view.png,Index155_Mountain view.png,Index155_Range-view.png,Index155_Privacy-view.png,Index155.json
156,0.490676,2.088224,16.181534,30.117371,2.230019,Index156_Highway-view.png,Index156_Neighbor-view.png,Index156_Mountain view.png,Index156_Range-view.png,Index156_Privacy-view.png,Index156.json
157,0.598266,2.309924,17.809077,31.744914,1.526021,Index157_Highway-view.png,Index157_Neighbor-view.png,Index157_Mountain view.png,Index157_Range-view.png,Index157_Privacy-view.png,Index157.json
158,0.555882,2.132238,16.040689,29.522692,2.485092,Index158_Highway-view.png,Index158_Neighbor-view.png,Index158_Mountain view.png,Index158_Range-view.png,Index158_Privacy-view.png,Index158.json
159,0.622718,2.143649,17.089202,30.187793,2.227304,Index159_Highway-view.png,Index159_Neighbor-view.png,Index159_Mountain view.png,Index159_Range-view.png,Index159_Privacy-view.png,Index159.json
160,0.557512,2.238198,17.167449,31.29108,1.069586,Index160_Highway-view.png,Index160_Neighbor-view.png,Index160_Mountain view.png,Index160_Range-view.png,Index160_Privacy-view.png,Index160.json
161,0.54121,2.04421,15.774648,29.444444,2.512484,Index161_Highway-view.png,Index161_Neighbor-view.png,Index161_Mountain view.png,Index161_Range-view.png,Index161_Privacy-view.png,Index161.json
162,0.621088,2.298513,17.589984,32.1518,1.242245,Index162_Highway-view.png,Index162_Neighbor-view.png,Index162_Mountain view.png,Index162_Range-view.png,Index162_Privacy-view.png,Index162.json
163,0.609677,2.290363,17.589984,31.57277,2.15012,Index163_Highway-view.png,Index163_Neighbor-view.png,Index163_Mountain view.png,Index163_Range-view.png,Index163_Privacy-view.png,Index163.json
164,0.578704,2.25939,16.823161,32.253521,1.124906,Index164_Highway-view.png,Index164_Neighbor-view.png,Index164_Mountain view.png,Index164_Range-view.png,Index164_Privacy-view.png,Index164.json
165,0.595005,2.251239,17.902973,32.402191,1.297238,Index165_Highway-view.png,Index165_Neighbor-view.png,Index165_Mountain view.png,Index165_Range-view.png,Index165_Privacy-view.png,Index165.json
166,0.518388,2.078443,16.917058,31.525822,1.6432,Index166_Highway-view.png,Index166_Neighbor-view.png,Index166_Mountain view.png,Index166_Range-view.png,Index166_Privacy-view.png,Index166.json
167,0.624348,2.290363,17.809077,32.981221,1.20689,Index167_Highway-view.png,Index167_Neighbor-view.png,Index167_Mountain view.png,Index167_Range-view.png,Index167_Privacy-view.png,Index167.json
168,0.583594,2.25776,16.995305,32.410016,1.272993,Index168_Highway-view.png,Index168_Neighbor-view.png,Index168_Mountain view.png,Index168_Range-view.png,Index168_Privacy-view.png,Index168.json
169,0.533059,2.26428,17.558685,32.511737,0.893651,Index169_Highway-view.png,Index169_Neighbor-view.png,Index169_Mountain view.png,Index169_Range-view.png,Index169_Privacy-view.png,Index169.json
170,0.520018,2.076813,16.165884,28.755869,1.673818,Index170_Highway-view.png,Index170_Neighbor-view.png,Index170_Mountain view.png,Index170_Range-view.png,Index170_Privacy-view.png,Index170.json
171,0.554251,2.288732,17.386541,31.220657,1.904502,Index171_Highway-view.png,Index171_Neighbor-view.png,Index171_Mountain view.png,Index171_Range-view.png,Index171_Privacy-view.png,Index171.json
172,0.588485,2.26754,16.807512,32.018779,1.306499,Index172_Highway-view.png,Index172_Neighbor-view.png,Index172_Mountain view.png,Index172_Range-view.png,Index172_Privacy-view.png,Index172.json
173,0.573813,2.241458,17.230047,30.618153,1.643861,Index173_Highway-view.png,Index173_Neighbor-view.png,Index173_Mountain view.png,Index173_Range-view.png,Index173_Privacy-view.png,Index173.json
174,0.54284,2.15343,16.604069,30.14867,2.772203,Index174_Highway-view.png,Index174_Neighbor-view.png,Index174_Mountain view.png,Index174_Range-view.png,Index174_Privacy-view.png,Index174.json
175,0.508607,2.15506,17.183099,31.205008,1.570149,Index175_Highway-view.png,Index175_Neighbor-view.png,Index175_Mountain view.png,Index175_Range-view.png,Index175_Privacy-view.png,Index175.json
176,0.575443,2.347418,17.652582,33.067293,0.647341,Index176_Highway-view.png,Index176_Neighbor-view.png,Index176_Mountain view.png,Index176_Range-view.png,Index176_Privacy-view.png,Index176.json
177,0.603156,2.352308,17.589984,32.253521,1.38404,Index177_Highway-view.png,Index177_Neighbor-view.png,Index177_Mountain view.png,Index177_Range-view.png,Index177_Privacy-view.png,Index177.json
178,0.557512,2.093114,16.416275,30.602504,1.880049,Index178_Highway-view.png,Index178_Neighbor-view.png,Index178_Mountain view.png,Index178_Range-view.png,Index178_Privacy-view.png,Index178.json
179,0.560772,2.195814,16.57277,31.384977,1.960191,Index179_Highway-view.png,Index179_Neighbor-view.png,Index179_Mountain view.png,Index179_Range-view.png,Index179_Privacy-view.png,Index179.json
180,0.573813,2.184403,16.400626,30.610329,2.562665,Index180_Highway-view.png,Index180_Neighbor-view.png,Index180_Mountain view.png,Index180_Range-view.png,Index180_Privacy-view.png,Index180.json
181,0.567293,2.243088,16.29108,30.633803,1.842989,Index181_Highway-view.png,Index181_Neighbor-view.png,Index181_Mountain view.png,Index181_Range-view.png,Index181_Privacy-view.png,Index181.json
182,0.495566,2.287102,17.934272,32.769953,1.230202,Index182_Highway-view.png,Index182_Neighbor-view.png,Index182_Mountain view.png,Index182_Range-view.png,Index182_Privacy-view.png,Index182.json
183,0.560772,2.169731,17.276995,30.876369,2.506138,Index183_Highway-view.png,Index183_Neighbor-view.png,Index183_Mountain view.png,Index183_Range-view.png,Index183_Privacy-view.png,Index183.json
184,0.609677,2.202334,15.962441,30.735524,2.338294,Index184_Highway-view.png,Index184_Neighbor-view.png,Index184_Mountain view.png,Index184_Range-view.png,Index184_Privacy-view.png,Index184.json
185,0.599896,2.055621,15.477308,29.890454,2.003778,Index185_Highway-view.png,Index185_Neighbor-view.png,Index185_Mountain view.png,Index185_Range-view.png,Index185_Privacy-view.png,Index185.json
186,0.586854,2.073552,15.868545,31.27543,1.124565,Index186_Highway-view.png,Index186_Neighbor-view.png,Index186_Mountain view.png,Index186_Range-view.png,Index186_Privacy-view.png,Index186.json
187,0.612937,2.36535,18.028169,32.503912,1.248584,Index187_Highway-view.png,Index187_Neighbor-view.png,Index187_Mountain view.png,Index187_Range-view.png,Index187_Privacy-view.png,Index187.json
188,0.490676,2.182773,17.636933,31.995305,1.050015,Index188_Highway-view.png,Index188_Neighbor-view.png,Index188_Mountain view.png,Index188_Range-view.png,Index188_Privacy-view.png,Index188.json
189,0.510237,2.137128,17.13615,31.752739,1.249891,Index189_Highway-view.png,Index189_Neighbor-view.png,Index189_Mountain view.png,Index189_Range-view.png,Index189_Privacy-view.png,Index189.json
190,0.54121,2.200704,17.339593,31.14241,1.81287,Index190_Highway-view.png,Index190_Neighbor-view.png,Index190_Mountain view.png,Index190_Range-view.png,Index190_Privacy-view.png,Index190.json
191,0.53958,2.168101,17.730829,31.408451,1.514673,Index191_Highway-view.png,Index191_Neighbor-view.png,Index191_Mountain view.png,Index191_Range-view.png,Index191_Privacy-view.png,Index191.json
192,0.498826,2.071922,16.384977,29.467919,3.20021,Index192_Highway-view.png,Index192_Neighbor-view.png,Index192_Mountain view.png,Index192_Range-view.png,Index192_Privacy-view.png,Index192.json
193,0.588485,2.166471,16.071987,31.032864,1.911455,Index193_Highway-view.png,Index193_Neighbor-view.png,Index193_Mountain view.png,Index193_Range-view.png,Index193_Privacy-view.png,Index193.json
194,0.583594,2.182773,16.400626,31.541471,1.416374,Index194_Highway-view.png,Index194_Neighbor-view.png,Index194_Mountain view.png,Index194_Range-view.png,Index194_Privacy-view.png,Index194.json
195,0.614567,2.096375,16.384977,31.283255,1.280964,Index195_Highway-view.png,Index195_Neighbor-view.png,Index195_Mountain view.png,Index195_Range-view.png,Index195_Privacy-view.png,Index195.json
196,0.588485,2.26591,16.729264,32.535211,1.128792,Index196_Highway-view.png,Index196_Neighbor-view.png,Index196_Mountain view.png,Index196_Range-view.png,Index196_Privacy-view.png,Index196.json
197,0.617827,2.428925,17.793427,32.942097,1.007043,Index197_Highway-view.png,Index197_Neighbor-view.png,Index197_Mountain view.png,Index197_Range-view.png,Index197_Privacy-view.png,Index197.json
198,0.568923,2.071922,16.212833,30.078247,1.695453,Index198_Highway-view.png,Index198_Neighbor-view.png,Index198_Mountain view.png,Index198_Range-view.png,Index198_Privacy-view.png,Index198.json
199,0.596635,2.15017,16.431925,30.931142,1.512897,Index199_Highway-view.png,Index199_Neighbor-view.png,Index199_Mountain view.png,Index199_Range-view.png,Index199_Privacy-view.png,Index199.json
200,0.619457,2.295253,16.964006,30.766823,2.250696,Index200_Highway-view.png,Index200_Neighbor-view.png,Index200_Mountain view.png,Index200_Range-view.png,Index200_Privacy-view.png,Index200.json
201,0.562402,2.065402,16.165884,31.345853,1.744513,Index201_Highway-view.png,Index201_Neighbor-view.png,Index201_Mountain view.png,Index201_Range-view.png,Index201_Privacy-view.png,Index201.json
202,0.568923,2.223526,16.776213,32.198748,1.026175,Index202_Highway-view.png,Index202_Neighbor-view.png,Index202_Mountain view.png,Index202_Range-view.png,Index202_Privacy-view.png,Index202.json
203,0.586854,2.107786,15.696401,29.366197,2.771414,Index203_Highway-view.png,Index203_Neighbor-view.png,Index203_Mountain view.png,Index203_Range-view.png,Index203_Privacy-view.png,Index203.json
204,0.573813,2.179512,17.1518,32.13615,1.107108,Index204_Highway-view.png,Index204_Neighbor-view.png,Index204_Mountain view.png,Index204_Range-view.png,Index204_Privacy-view.png,Index204.json
205,0.572183,2.197444,15.805947,31.032864,1.541958,Index205_Highway-view.png,Index205_Neighbor-view.png,Index205_Mountain view.png,Index205_Range-view.png,Index205_Privacy-view.png,Index205.json
206,0.622718,2.25776,17.652582,31.917058,1.417491,Index206_Highway-view.png,Index206_Neighbor-view.png,Index206_Mountain view.png,Index206_Range-view.png,Index206_Privacy-view.png,Index206.json
207,0.557512,2.122457,16.025039,30.023474,2.402117,Index207_Highway-view.png,Index207_Neighbor-view.png,Index207_Mountain view.png,Index207_Range-view.png,Index207_Privacy-view.png,Index207.json
208,0.570553,2.065402,15.571205,29.342723,2.406437,Index208_Highway-view.png,Index208_Neighbor-view.png,Index208_Mountain view.png,Index208_Range-view.png,Index208_Privacy-view.png,Index208.json
209,0.586854,2.221896,16.682316,31.651017,1.562835,Index209_Highway-view.png,Index209_Neighbor-view.png,Index209_Mountain view.png,Index209_Range-view.png,Index209_Privacy-view.png,Index209.json
210,0.581964,2.249609,16.964006,31.635368,0.90416,Index210_Highway-view.png,Index210_Neighbor-view.png,Index210_Mountain view.png,Index210_Range-view.png,Index210_Privacy-view.png,Index210.json
211,0.495566,2.096375,16.322379,29.311424,2.289338,Index211_Highway-view.png,Index211_Neighbor-view.png,Index211_Mountain view.png,Index211_Range-view.png,Index211_Privacy-view.png,Index211.json
212,0.588485,2.207225,16.682316,31.173709,1.844475,Index212_Highway-view.png,Index212_Neighbor-view.png,Index212_Mountain view.png,Index212_Range-view.png,Index212_Privacy-view.png,Index212.json
213,0.508607,2.254499,17.261346,32.073552,1.808944,Index213_Highway-view.png,Index213_Neighbor-view.png,Index213_Mountain view.png,Index213_Range-view.png,Index213_Privacy-view.png,Index213.json
214,0.564032,2.177882,16.400626,31.557121,1.200806,Index214_Highway-view.png,Index214_Neighbor-view.png,Index214_Mountain view.png,Index214_Range-view.png,Index214_Privacy-view.png,Index214.json
215,0.604786,2.228417,16.729264,31.815336,1.350193,Index215_Highway-view.png,Index215_Neighbor-view.png,Index215_Mountain view.png,Index215_Range-view.png,Index215_Privacy-view.png,Index215.json
216,0.513498,2.194184,17.777778,31.173709,1.909814,Index216_Highway-view.png,Index216_Neighbor-view.png,Index216_Mountain view.png,Index216_Range-view.png,Index216_Privacy-view.png,Index216.json
217,0.477634,2.166471,17.323944,31.932707,2.191159,Index217_Highway-view.png,Index217_Neighbor-view.png,Index217_Mountain view.png,Index217_Range-view.png,Index217_Privacy-view.png,Index217.json
218,0.595005,2.308294,18.122066,32.824726,1.471078,Index218_Highway-view.png,Index218_Neighbor-view.png,Index218_Mountain view.png,Index218_Range-view.png,Index218_Privacy-view.png,Index218.json
219,0.585224,2.187663,16.541471,32.777778,1.217,Index219_Highway-view.png,Index219_Neighbor-view.png,Index219_Mountain view.png,Index219_Range-view.png,Index219_Privacy-view.png,Index219.json
220,0.598266,2.25776,17.230047,32.104851,1.626216,Index220_Highway-view.png,Index220_Neighbor-view.png,Index220_Mountain view.png,Index220_Range-view.png,Index220_Privacy-view.png,Index220.json
221,0.590115,2.399583,18.137715,33.270736,0.596055,Index221_Highway-view.png,Index221_Neighbor-view.png,Index221_Mountain view.png,Index221_Range-view.png,Index221_Privacy-view.png,Index221.json
222,0.524909,2.065402,15.680751,29.397496,2.927522,Index222_Highway-view.png,Index222_Neighbor-view.png,Index222_Mountain view.png,Index222_Range-view.png,Index222_Privacy-view.png,Index222.json
223,0.54284,2.164841,17.276995,30.422535,2.776732,Index223_Highway-view.png,Index223_Neighbor-view.png,Index223_Mountain view.png,Index223_Range-view.png,Index223_Privacy-view.png,Index223.json
224,0.590115,2.226787,16.651017,31.126761,1.596288,Index224_Highway-view.png,Index224_Neighbor-view.png,Index224_Mountain view.png,Index224_Range-view.png,Index224_Privacy-view.png,Index224.json
225,0.590115,2.15832,16.071987,30.555556,1.739468,Index225_Highway-view.png,Index225_Neighbor-view.png,Index225_Mountain view.png,Index225_Range-view.png,Index225_Privacy-view.png,Index225.json
226,0.591745,2.189293,16.463224,31.471049,1.842391,Index226_Highway-view.png,Index226_Neighbor-view.png,Index226_Mountain view.png,Index226_Range-view.png,Index226_Privacy-view.png,Index226.json
227,0.53958,2.282212,17.527387,31.784038,1.056627,Index227_Highway-view.png,Index227_Neighbor-view.png,Index227_Mountain view.png,Index227_Range-view.png,Index227_Privacy-view.png,Index227.json
228,0.454812,2.112676,17.073552,30.665102,2.133075,Index228_Highway-view.png,Index228_Neighbor-view.png,Index228_Mountain view.png,Index228_Range-view.png,Index228_Privacy-view.png,Index228.json
229,0.524909,2.15017,16.87011,30.070423,2.988538,Index229_Highway-view.png,Index229_Neighbor-view.png,Index229_Mountain view.png,Index229_Range-view.png,Index229_Privacy-view.png,Index229.json
230,0.577074,2.25939,17.370892,32.660407,1.017214,Index230_Highway-view.png,Index230_Neighbor-view.png,Index230_Mountain view.png,Index230_Range-view.png,Index230_Privacy-view.png,Index230.json
231,0.466223,2.080073,16.431925,30.907668,2.561399,Index231_Highway-view.png,Index231_Neighbor-view.png,Index231_Mountain view.png,Index231_Range-view.png,Index231_Privacy-view.png,Index231.json
232,0.467853,2.075183,16.353678,30.813772,2.256722,Index232_Highway-view.png,Index232_Neighbor-view.png,Index232_Mountain view.png,Index232_Range-view.png,Index232_Privacy-view.png,Index232.json
233,0.585224,2.127347,15.383412,29.194053,2.544437,Index233_Highway-view.png,Index233_Neighbor-view.png,Index233_Mountain view.png,Index233_Range-view.png,Index233_Privacy-view.png,Index233.json
234,0.580334,2.182773,15.915493,30.305164,2.011393,Index234_Highway-view.png,Index234_Neighbor-view.png,Index234_Mountain view.png,Index234_Range-view.png,Index234_Privacy-view.png,Index234.json
235,0,0,0,-999,0,Index235_Highway-view.png,Index235_Neighbor-view.png,Index235_Mountain view.png,Index235_Range-view.png,Index235_Privacy-view.png,Index235.json
236,0.611307,2.353938,18.200313,32.895149,1.024267,Index236_Highway-view.png,Index236_Neighbor-view.png,Index236_Mountain view.png,Index236_Range-view.png,Index236_Privacy-view.png,Index236.json
237,0.630869,2.249609,17.230047,31.924883,1.122256,Index237_Highway-view.png,Index237_Neighbor-view.png,Index237_Mountain view.png,Index237_Range-view.png,Index237_Privacy-view.png,Index237.json
238,0.595005,2.231677,16.306729,30.892019,1.865813,Index238_Highway-view.png,Index238_Neighbor-view.png,Index238_Mountain view.png,Index238_Range-view.png,Index238_Privacy-view.png,Index238.json
239,0.568923,2.238198,16.901408,32.441315,1.493405,Index239_Highway-view.png,Index239_Neighbor-view.png,Index239_Mountain view.png,Index239_Range-view.png,Index239_Privacy-view.png,Index239.json
240,0.547731,2.15995,17.042254,30.798122,2.131504,Index240_Highway-view.png,Index240_Neighbor-view.png,Index240_Mountain view.png,Index240_Range-view.png,Index240_Privacy-view.png,Index240.json
241,0.555882,2.347418,17.949922,32.8482,0.782755,Index241_Highway-view.png,Index241_Neighbor-view.png,Index241_Mountain view.png,Index241_Range-view.png,Index241_Privacy-view.png,Index241.json
242,0.596635,2.207225,17.323944,32.363067,1.112975,Index242_Highway-view.png,Index242_Neighbor-view.png,Index242_Mountain view.png,Index242_Range-view.png,Index242_Privacy-view.png,Index242.json
243,0.575443,2.098005,16.494523,32.449139,0.906347,Index243_Highway-view.png,Index243_Neighbor-view.png,Index243_Mountain view.png,Index243_Range-view.png,Index243_Privacy-view.png,Index243.json
244,0,0,0,-999,0,Index244_Highway-view.png,Index244_Neighbor-view.png,Index244_Mountain view.png,Index244_Range-view.png,Index244_Privacy-view.png,Index244.json
245,0.609677,2.349048,18.356808,33.646322,0.666239,Index245_Highway-view.png,Index245_Neighbor-view.png,Index245_Mountain view.png,Index245_Range-view.png,Index245_Privacy-view.png,Index245.json
246,0.601526,2.112676,16.416275,30.829421,1.955702,Index246_Highway-view.png,Index246_Neighbor-view.png,Index246_Mountain view.png,Index246_Range-view.png,Index246_Privacy-view.png,Index246.json
247,0.520018,2.205595,17.308294,31.267606,3.015026,Index247_Highway-view.png,Index247_Neighbor-view.png,Index247_Mountain view.png,Index247_Range-view.png,Index247_Privacy-view.png,Index247.json
248,0.562402,2.073552,16.666667,30.242567,2.072109,Index248_Highway-view.png,Index248_Neighbor-view.png,Index248_Mountain view.png,Index248_Range-view.png,Index248_Privacy-view.png,Index248.json
249,0.583594,2.220266,16.697966,32.331768,1.192336,Index249_Highway-view.png,Index249_Neighbor-view.png,Index249_Mountain view.png,Index249_Range-view.png,Index249_Privacy-view.png,Index249.json
250,0.606416,2.386541,18.450704,32.949922,0.75971,Index250_Highway-view.png,Index250_Neighbor-view.png,Index250_Mountain view.png,Index250_Range-view.png,Index250_Privacy-view.png,Index250.json
